OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
2383976,04092018762,Hibachi 88,8410 LOUISBURG RD ,Ste 110,RALEIGH,NC,27616-5906,(919) 752-6288,2021/12/29 05:00:00+00,Restaurant,10882,-78.50930992,35.89359383,M
2383977,04092018704,Subway #3151,311 Crossroads BLVD ,,CARY,NC,27518,(919) 851-9594,2021/09/07 04:00:00+00,Restaurant,10885,-78.73871452,35.76064286,M
2383978,04092160055,The Covington Foodservice,4510 Duraleigh RD,,RALEIGH,NC,27612,(919) 791-1981,2006/06/30 04:00:00+00,Institutional Food Service,10901,-78.71335297,35.83943752,M
2383979,04092018289,Umami Asian Bistro and Sushi,2420 HILLSBOROUGH ST,,RALEIGH,NC,27607,(919) 896-8020,2020/01/10 05:00:00+00,Restaurant,10905,-78.66754204,35.78792253,M
2383980,04092016073,The Garden Grille & Bar (at Hilton Garden Inn),131 COLUMBUS AVE ,,CARY,NC,27518,(919) 377-0440,2011/12/21 05:00:00+00,Restaurant,10909,-78.73638591,35.7564409,M
2383981,04092021698,SUVIDHA,3735  DAVIS DR ,,MORRISVILLE,NC,27560,(919) 650-1436,2011/12/21 05:00:00+00,Food Stand,10911,-78.85587925,35.8337549,M
2383982,04092300282,SPROUTS #540 MEAT MARKET,9414 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 326-2530,2017/03/14 04:00:00+00,Meat Market,10913,-78.60286042,35.90143714,M
2383983,04092017563,SIR WALTER COFFEE,145 E DAVIE ST ,,RALEIGH,NC,27601,(919) 322-0019,2017/03/30 04:00:00+00,Restaurant,10916,-78.63753225,35.77583605,M
2383984,04092022010,SPROUTS #540 PRODUCE,9414 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 326-2530,2017/03/14 04:00:00+00,Food Stand,10926,-78.60286042,35.90143714,M
2383985,04092014501,Subway #1479,7494 Creedmoor RD,,RALEIGH,NC,27613,(919) 846-8161,2006/02/14 05:00:00+00,Restaurant,10935,-78.67820041,35.88787167,M
2383986,04092018264,Cadence at Wake Forest Dining,3218  Heritage Trade DR ,,WAKE FOREST,NC,27587,(919) 569-2101,2019/12/11 05:00:00+00,Restaurant,10946,-78.51668794,35.95094757,M
2383987,04092018271,Marco's Pizza 8533,5621 ATLANTIC AVE,,RALEIGH,NC,27615,(919) 916-1500,2019/12/10 05:00:00+00,Restaurant,10955,-78.60018528,35.86223865,M
2383988,04092300283,LA BONITA MEAT MARKET,836-110 E CHATHAM ST ,,CARY,NC,27511,(919) 650-3161,2017/03/02 05:00:00+00,Meat Market,10895,-78.7955722,35.78044851,T
2383989,04092018220,Casa Cubana,10901 Forest Pines DR ,,RALEIGH,NC,27614,(919) 435-8556,2019/11/06 05:00:00+00,Restaurant,10959,-78.54524907,35.9442777,M
2383990,04092016421,MEI WEI ASIAN DINER,1424 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 762-7128,2013/05/07 04:00:00+00,Restaurant,10966,-78.77067049,35.59261337,M
2383991,04092021575,THE CRESCENT,8003 REGENCY PKY ,,CARY,NC,27518,(919) 450-8310,2009/07/15 04:00:00+00,Food Stand,10977,-78.79540806,35.72902722,M
2383992,04092016141,PANERA BREAD #1656,8511 COLONNADE CENTER DR ,STE 110,RALEIGH,NC,27615,(919) 861-9300,2012/03/26 04:00:00+00,Restaurant,10983,-78.65023656,35.89889154,M
2383993,04092017569,CHIPOTLE #2950,69 EAGLE WING WAY ,,GARNER,NC,27529,(919) 662-1439,2017/03/09 05:00:00+00,Restaurant,10945,-78.58456747,35.69767694,M
2383994,04092017566,SEASONS 52 #4547,4325-2100 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 787-3052,2017/03/23 04:00:00+00,Restaurant,10947,-78.67658819,35.8395892,M
2383995,04092016143,SHEETZ #480,600 CORPORATE CENTER DR ,,RALEIGH,NC,27607,(919) 859-9577,2012/03/27 04:00:00+00,Restaurant,10984,-78.73922282,35.78976616,M
2383996,04092025224,Luciano,4325 Glenwood AVE ,Suite 2032,RALEIGH,NC,27612,(919) 571-2538,2018/11/16 05:00:00+00,Food Stand,10985,-78.68184484,35.84183815,T
2383997,04092021794,Harris Teeter #236 - Meat/Seafood,7145 O'Kelly Chapel RD ,,CARY,NC,27519,,2014/06/06 04:00:00+00,Food Stand,11002,-78.88824644,35.84415135,M
2383998,04092016145,BUFFALO WILD WINGS #357,1300 VILLAGE MARKET PL ,,MORRISVILLE,NC,27560,(919) 469-7872,2012/03/28 04:00:00+00,Restaurant,11003,-78.81477704,35.80605417,M
2383999,04092160073,HEARTFIELDS AT CARY FOODSERVICE,1050 CRESCENT GREEN DR ,,CARY,NC,27518,(919) 852-5757,2009/11/30 05:00:00+00,Institutional Food Service,11012,-78.7795645,35.7335114,M
2384000,04092300256,LAS TRES FRONTERAS SUPER MERCADO,748 E CHATHAM  ST ,,CARY,NC,27511,(919) 380-3592,2012/05/22 04:00:00+00,Meat Market,11021,-78.76514155,35.79157241,M
2384001,04092017035,NINA'S RISTORANTE,8801 LEADMINE RD ,,RALEIGH,NC,27615-2722,(919) 845-1122,2015/10/05 04:00:00+00,Restaurant,11026,-78.65724665,35.90519757,M
2384002,04092017975,Asia Express,1040-128 Forestville RD ,,WAKE FOREST,NC,27587,(919) 562-8988,2018/11/08 05:00:00+00,Restaurant,10958,-78.50675126,35.94513538,M
2384003,04092017173,AKARI EXPRESS,2109-118 AVENT FERRY RD ,,RALEIGH,NC,27606,(919) 232-5380,2016/03/09 05:00:00+00,Restaurant,10963,-78.67658538,35.77936846,M
2384004,04092016191,ORO RESTAURANT & LOUNGE,18 E MARTIN ST ,,RALEIGH,NC,27601,(919) 239-4010,2012/05/15 04:00:00+00,Restaurant,10974,-78.63842774,35.77684525,M
2384005,04092011463,Philly Steak And Subs,4701 ATLANTIC AVE,,RALEIGH,NC,27604-8108,(919) 878-5748,1994/03/18 04:00:00+00,Restaurant,11036,-78.60292943,35.84801871,M
2384006,04092018439,Jersey Mike's Subs,280  Meeting ST ,,CARY,NC,27518,(919) 233-0036,2020/09/09 04:00:00+00,Restaurant,11042,-78.74478781,35.75666346,M
2384007,04092021712,HARRIS TEETER #136 MEAT MARKET/SEAFOOD,9600 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 676-6614,2012/07/10 04:00:00+00,Food Stand,11045,-78.60015155,35.90522894,M
2384008,04092110460,Harris Creek Elem. School Lunchroom,3829 Forestville RD ,,RALEIGH,NC,27616,(919) 217-5100 ext. 24410,2006/08/18 04:00:00+00,Public School Lunchrooms,11073,-78.51201394,35.87304102,M
2384009,04092040365,Who Loves Hot Dogs (WCID #408),903 N Smithfield RD ,,KNIGHTDALE,NC,27545,(954) 579-4173,2018/11/02 04:00:00+00,Pushcarts,11074,-78.48796476,35.79576936,M
2384010,04092018160,Dunkin' #351119,999 DURHAM  RD ,STE 103,WAKE FOREST,NC,27587,(919) 556-9007,2019/08/27 04:00:00+00,Restaurant,11085,-78.54726412,35.97582732,T
2384011,04092018539,Joe Van Gogh Cedar West,3109 Poplarwood CT ,STE 115,RALEIGH,NC,27604,(703) 801-2266,2021/02/19 05:00:00+00,Restaurant,11086,-78.60554911,35.81700078,M
2384012,04092021792,Harris Teeter #236 - Deli,7145 O'Kelly Chapel RD ,,CARY,NC,27519,(919) 465-9432,2014/06/06 04:00:00+00,Food Stand,11089,-78.88824644,35.84415135,M
2384013,04092016358,SHEETZ #505,1895  S FRANKLIN ST ,,WAKE FOREST,NC,27587,(919) 556-6221,2013/01/30 05:00:00+00,Restaurant,11107,-78.50852547,35.95034245,M
2384014,04092017086,NORTH RIDGE PUB,6010-B FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 981-6005,2015/11/09 05:00:00+00,Restaurant,11087,-78.62008492,35.8644902,M
2384015,04092011497,Barnes And Noble Cafe,4325 GLENWOOD AVE,,RALEIGH,NC,27612-4532,(919) 782-0030,1994/06/03 04:00:00+00,Restaurant,11114,-78.68184484,35.84183815,T
2384016,04092017912,Holiday Inn Express & Suites Food Service,11400  COMMON OAKS DR ,,RALEIGH,NC,27614,(919) 570-5550,2018/08/31 04:00:00+00,Restaurant,11122,-78.54091064,35.95134484,M
2384017,04092021409,Costco Wholesale #645 Meat Department ,2838 Wake Forest RD ,,RALEIGH,NC,27609,(919) 755-2816,2006/10/24 04:00:00+00,Food Stand,11125,-78.62231539,35.81825512,M
2384018,04092017150,ARBYS #6768,1500 E WILLIAMS ST ,,APEX,NC,27502,(919) 323-0295,2016/02/22 05:00:00+00,Restaurant,11141,-78.83904369,35.71089517,M
2384019,04092018309,Panera Bread #9206 at Wake Med,3000 NEW BERN AVE,,RALEIGH,NC,27610,(984) 247-8902,2020/01/27 05:00:00+00,Restaurant,11145,-78.58796297,35.78391423,M
2384020,04092018013,Local Oyster Bar,500 E Davie ST ,,RALEIGH,NC,27601,(303) 808-0701,2018/12/07 05:00:00+00,Restaurant,11146,-78.63206132,35.77487463,M
2384021,04092021734,TARGET CAFE,100 GRAND HILL  PL ,,HOLLY SPRINGS,NC,27540,(919) 557-2686,2013/01/24 05:00:00+00,Food Stand,11147,-78.85156307,35.66046373,M
2384022,04092017215,PENG'S ASIAN CUISINE,108-A FACTORY SHOPS RD ,,MORRISVILLE,NC,27560,(919) 678-5313,2016/04/22 04:00:00+00,Restaurant,11152,-78.81776736,35.86038432,M
2384023,04092015967,CHARLIE'S KABOBS #2,929 HERITAGE LAKE  RD ,SUITE 700,WAKE FOREST,NC,27587,(919) 453-6284,2011/05/24 04:00:00+00,Restaurant,11163,-78.50377701,35.94688449,M
2384024,04092015367,EL CERRO BAR & GRILL,2217 AVENT FERRY RD ,,RALEIGH,NC,27606,(919) 832-0293,2009/04/03 04:00:00+00,Restaurant,11165,-78.67605091,35.77835817,M
2384025,04092015493,ZAYKA INDIAN CUISINE,10410-103 MONCREIFFE  RD ,,RALEIGH,NC,27617,(919) 361-5370,2009/10/22 04:00:00+00,Restaurant,11155,-78.79299562,35.90013638,M
2384026,04092025433,Doak Field at Dail Park NCSU Baseball 3rd Base Concession,1081 VARSITY  DR ,,RALEIGH,NC,27607,(919) 730-5187,2022/02/18 05:00:00+00,Food Stand,11166,-78.67872874,35.78448278,M
2384027,04092110478,EAST WAKE HIGH SCHOOL,5101 ROLESVILLE RD ,,WENDELL,NC,27591,(919) 365-2625 ext. 24192,2009/04/02 04:00:00+00,Public School Lunchrooms,11167,-78.42429735,35.81293185,M
2384028,04092018153,Union Special,2409 CRABTREE BLVD,,RALEIGH,NC,27604,(984) 200-3094,2019/08/23 04:00:00+00,Restaurant,11172,-78.61383129,35.80541069,M
2384029,04092016491,SAN JOSE TACOS AND TEQUILA,7961 SKYLAND RIDGE PKY ,STE 125,RALEIGH,NC,27617,(919) 957-1400,2013/08/23 04:00:00+00,Restaurant,11174,-78.7822603,35.91399796,M
2384030,04092018759,Wingstop,8205 FAYETTEVILLE RD,,RALEIGH,NC,27603,,2021/12/22 05:00:00+00,Restaurant,11177,-78.70141547,35.66239243,M
2384031,04092018445,Vida Dulce Ice Cream Shop,1018 SHOPPES AT MIDWAY DR,Suite E,KNIGHTDALE,NC,27545,(919) 295-4190,2020/07/09 04:00:00+00,Restaurant,11181,-78.50727637,35.79843029,M
2384032,04092025165,MEGA PIZZA,9101 LEESVILLE RD ,STE 125,RALEIGH,NC,27613,(919) 896-800,2018/03/20 04:00:00+00,Food Stand,11182,-78.72548207,35.8967595,M
2384033,04092014817,Kiko Japan Express,1018-C Shoppes At Midway DR ,,KNIGHTDALE,NC,27545,(919) 217-3918,2007/02/20 05:00:00+00,Restaurant,11179,-78.50497023,35.79806831,M
2384034,04092018494,Bar Louie,8401 BRIER CREEK PKY ,,RALEIGH,NC,27617,(864) 535-6500,2020/12/08 05:00:00+00,Restaurant,11185,-78.78506033,35.90721817,M
2384035,04092040357,Charlie C's Hot Dogs on Wheels #2 (WCID #633),3525 Old US 1 HWY ,10am-3pm ,NEW HILL,NC,27562,,2018/04/18 04:00:00+00,Pushcarts,11191,-78.9344958,35.68096162,M
2384036,04092016947,SOPRANO'S GRILL,1030-101 N ROGERS LN ,,RALEIGH,NC,27610,(919) 878-8848,2015/06/05 04:00:00+00,Restaurant,11186,-78.54967347,35.79198567,M
2384037,04092017960,THE PICKLED ONION,8511 CANTILEVER WAY ,STE 105,RALEIGH,NC,27613,(919) 977-0031,2018/10/18 04:00:00+00,Restaurant,11199,-78.73779144,35.88567273,M
2384038,04092025341,Grazin Gals @ TKA,2161 S Wilmington  ST ,,RALEIGH,NC,27603,(919) 250-8609,2021/02/11 05:00:00+00,Food Stand,11196,-78.64171063,35.75324624,M
2384039,04092017618,CORTEZ SEAFOOD AND COCKTAILS,413-100 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 342-8227,2017/05/22 04:00:00+00,Restaurant,11203,-78.64740203,35.78533541,M
2384040,04092110515,BRYAN ROAD ELEMENTARY SCHOOL CAFETERIA,8317 BRYAN RD ,,GARNER,NC,27529,(919) 694-7844,2017/03/21 04:00:00+00,Public School Lunchrooms,11227,-78.59007015,35.66633619,M
2384041,04092018333,Manhattan Pizza,305 MATTHEWS DR,,HOLLY SPRINGS,NC,27540-4300,(919) 367-6667,2020/03/02 05:00:00+00,Restaurant,11233,-78.79440661,35.66435998,M
2384042,04092017865,THE SHINY DINER,1550 BUCK JONES RD ,,CARY,NC,27606,(919) 469-3663,2018/06/22 04:00:00+00,Restaurant,11211,-78.74458848,35.763805,M
2384043,04092016659,SONO SUSHI BAR,319 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 521-5328,2014/04/03 04:00:00+00,Restaurant,11234,-78.63879706,35.77609243,M
2384044,04092014942,Centro,106 S Wilmington ST ,,RALEIGH,NC,27601,(919) 835-3593,2007/09/10 04:00:00+00,Restaurant,11241,-78.63844527,35.77926874,M
2384045,04092016903,Axis (at Embassy Suites),4700 CREEDMOOR RD ,,RALEIGH,NC,27612-5802,(919) 881-0000,2015/05/06 04:00:00+00,Restaurant,11247,-78.67922186,35.84476666,M
2384046,04092016040,SUBWAY #52361,2010 KILDAIRE FARM  RD ,,CARY,NC,27511,(919) 851-3399,2011/11/08 05:00:00+00,Restaurant,11250,-78.78211085,35.73717785,M
2384047,04092017695,Saltgrass Steakhouse,6601 Knightdale BLVD ,,KNIGHTDALE,NC,27545,(919) 217-7070,2017/10/10 04:00:00+00,Restaurant,11256,-78.50947971,35.79658276,M
2384048,04092025367,Pizza Hut #37654,5416 ROCK QUARRY RD,Suite G,RALEIGH,NC,27610,(919) 851-0200,2021/06/24 04:00:00+00,Food Stand,11260,-78.56009996,35.73196045,M
2384049,04092015825,WAKEFIELD TAVERN,13200 NEW FALLS OF NEUSE RD ,STE 101,RALEIGH,NC,27614,(919) 554-0673,2010/11/18 05:00:00+00,Restaurant,11280,-78.55981965,35.9407555,M
2384050,04092018845,Lunchbox Deli,"2816 Trawick Rd, Ste 105",,RALEIGH,NC,27604,(919) 872-7882,2022/03/30 04:00:00+00,Restaurant,11290,-78.59041221,35.81946486,M
2384051,04092016180,POOR BOY GENERAL STORE AND GRILL,5804  POOR BOY FARM RD ,,KNIGHTDALE,NC,27545,(919) 217-2500,2012/05/04 04:00:00+00,Restaurant,11292,-78.44826686,35.75699599,M
2384052,04092018022,ALEX & TERESA'S PIZZA & TRATTORIA,941 N HARRISON AVE ,,CARY,NC,27513,(919) 377-0742,2018/12/27 05:00:00+00,Restaurant,11294,-78.78451708,35.80143518,M
2384053,04092030358,El Sazon de mi Tierra #1 (WCID #620),3700 Bland RD ,,RALEIGH,NC,27604,(919) 884-0665,2018/04/13 04:00:00+00,Mobile Food Units,11296,-78.61115551,35.83344254,M
2384054,04092015697,Subway,10130 Green Level Church  Rd Suite 300,,CARY,NC,27519,(919) 460-9422,2010/08/03 04:00:00+00,Restaurant,11315,-78.90107787,35.82060358,M
2384055,04092017687,Pho Sure,7451 Six Forks RD ,,RALEIGH,NC,27615,(919) 745-1168,2017/09/27 04:00:00+00,Restaurant,11318,-78.64725808,35.88069032,M
2384056,04092017689,Taco Bell #2836,3224 S Wilmington ST ,,RALEIGH,NC,27603,(919) 779-1522,2017/09/27 04:00:00+00,Restaurant,11348,-78.6509095,35.73593592,M
2384057,04092017683,Wayback Burgers,6320-116 Capital BLVD ,,RALEIGH,NC,27616,(919) 977-4444,2017/09/19 04:00:00+00,Restaurant,11299,-78.58011487,35.87107688,M
2384058,04092015927,Relish Craft Kitchen/The Kitchen Table,5625 CREEDMOOR RD ,,RALEIGH,NC,27612,(919) 787-1855,2011/03/31 04:00:00+00,Restaurant,11355,-78.68200551,35.85879117,M
2384059,04092021005,Food Lion #1589 Deli ,3417 N MAIN ST,,FUQUAY VARINA,NC,27526-7257,(919) 557-0555,2000/07/01 04:00:00+00,Food Stand,11359,-78.7258865,35.62516136,M
2384060,04092021010,Food Lion #1482 Deli,5426 SIX FORKS RD,,RALEIGH,NC,27609-4436,(919) 676-3386,2000/07/01 04:00:00+00,Food Stand,11361,-78.64059702,35.85499105,M
2384061,04092018548,Thai's Noodle,4101 GRACE PARK DR ,,MORRISVILLE,NC,27560,(919) 308-8608,2021/03/04 05:00:00+00,Restaurant,11369,-78.84652326,35.82111262,M
2384062,04092014964,Kaze Japanese Steakhouse,1227 Timber  DR E ,,GARNER,NC,27529,(919) 329-6789,2007/09/28 04:00:00+00,Restaurant,11370,-78.57544772,35.68894454,M
2384063,04092018855,Cheeni Indian Food Emporium,1141 Falls River  AVE ,,RALEIGH,NC,27614,(919) 438-1468,2022/04/11 04:00:00+00,Restaurant,11372,-78.58877443,35.90718863,M
2384064,04092021918,FOOD LION #75 PRODUCE,1339 5TH AVE ,,GARNER,NC,27529,(919) 779-0770,2015/12/08 05:00:00+00,Food Stand,11377,-78.62278736,35.70820906,M
2384065,04092016843,FOUNTAIN DINING HALL,2520 SULLIVAN  DR ,,RALEIGH,NC,27695,(919) 515-3963,2014/12/18 05:00:00+00,Restaurant,11384,-78.67872874,35.78448278,M
2384066,04092300267,PUBLIX #1466 MEAT,1020 BRADFORD PLAZA WAY,,CARY,NC,27513,(919) 460-2082,2014/10/28 04:00:00+00,Meat Market,11393,-78.84558396,35.79325638,M
2384067,04092011677,Residence Inn Foodservice,1000 NAVAHO DR ,,RALEIGH,NC,27609-7311,(919) 878-6100,1995/04/28 04:00:00+00,Restaurant,11404,-78.62401365,35.82750878,M
2384068,04092016457,ATRIA OAKRIDGE DINING,10810 SANDY OAK LN ,,RALEIGH,NC,27614,(919) 848-2088,2013/07/01 04:00:00+00,Restaurant,11408,-78.59303841,35.90822378,M
2384069,04092016802,THE MILL,146 S. MAIN STREET,,FUQUAY-VARINA,NC,27526,(919) 557-2123,2014/10/30 04:00:00+00,Restaurant,11425,-78.80003768,35.58300202,M
2384070,04092014648,Las Rositas,207 N Arendell AVE,,ZEBULON,NC,27597,(919) 404-8304,2006/07/27 04:00:00+00,Restaurant,11432,-78.31354913,35.82225674,M
2384071,04092016861,CHIPOTLE #2386,6081  CAPITAL  BLVD ,,RALEIGH,NC,27616,(919) 322-3290,2015/01/13 05:00:00+00,Restaurant,11434,-78.58309511,35.86882022,M
2384072,04092300162,FOOD LION #341 MEAT MARKET,114 WAKELON ST ,,ZEBULON,NC,27597-2403,(919) 269-6122,2000/07/01 04:00:00+00,Meat Market,11442,-78.31858381,35.83228812,M
2384073,04092300164,Food Lion #1454 Meat Market,3415 Avent Ferry Rd ,,RALEIGH,NC,27606,(919) 858-9772,2000/07/01 04:00:00+00,Meat Market,11443,-78.69720844,35.76626617,M
2384074,04092300171,Food Lion #40 Meat Market ,980 KILDAIRE FARM RD ,,CARY,NC,27511-3923,(919) 467-4168,2000/07/01 04:00:00+00,Meat Market,11444,-78.78312573,35.77217563,M
2384075,04092016534,PLATES,301 GLENWOOD AVE ,#100,RALEIGH,NC,27603,(919) 828-0018,2013/10/25 04:00:00+00,Restaurant,11450,-78.64802957,35.784569,M
2384076,04092018609,Brus On Main,135 S MAIN ST,,FUQUAY VARINA,NC,27526,(984) 225-2035,2021/04/26 04:00:00+00,Restaurant,11470,-78.79933047,35.58320307,M
2384077,04092016412,MEDALLION DINING SERVICE,1995 NW CARY  PKY ,,MORRISVILLE,NC,27560,(919) 460-8141,2013/05/03 04:00:00+00,Restaurant,11477,-78.81074222,35.80769198,M
2384078,04092017114,STEWART'S BISTRO,3652 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 562-2233,2015/12/11 05:00:00+00,Restaurant,11482,-78.50482591,35.94464166,M
2384079,04092021807,KABOBI,4325  GLENWOOD AVE ,STE 2054,RALEIGH,NC,27612,(919) 783-0506,2014/08/06 04:00:00+00,Food Stand,11490,-78.68184484,35.84183815,T
2384080,04092011708,Korner Pocket,8508 CAPITAL BLVD,,RALEIGH,NC,27616-3150,(919) 876-9879,1995/07/14 04:00:00+00,Restaurant,11492,-78.55805346,35.89527486,M
2384081,04092015280,SITTI BY NEOMONDE,137 S WILMINGTON  ST ,,RALEIGH,NC,27601,(919) 239-4070,2008/11/05 05:00:00+00,Restaurant,11501,-78.63795047,35.77838014,M
2384082,04092018176,Tin Roof,300 GLENWOOD AVE,,RALEIGH,NC,27603,(919) 322-2333,2019/09/15 04:00:00+00,Restaurant,11503,-78.64713841,35.78430657,M
2384083,04092021592,ALMADINA SUPERMARKET,1019 METHOD RD ,,RALEIGH,NC,27606,(919) 755-6220,2009/10/29 04:00:00+00,Food Stand,11504,-78.69350338,35.78486757,M
2384084,04092013250,Cafe Carolina #1,401 DANIELS ST ,,RALEIGH,NC,27605-1314,(919) 821-7117,2000/12/20 05:00:00+00,Restaurant,11515,-78.66157335,35.79001079,M
2384085,04092021672,The Butchers Market,5045 FALLS OF NEUSE ,,RALEIGH,NC,27609,(919) 809-8914,2011/03/29 04:00:00+00,Food Stand,11502,-78.61460888,35.85034596,M
2384086,04092017933,Taqueria Acapulco,1601-43 CROSS LINK RD ,,RALEIGH,NC,27610,(984) 200-8374,2018/09/25 04:00:00+00,Restaurant,11506,-78.61376,35.75438832,M
2384087,04092017812,Rolesville Diner,"411 S Main ST, Unit E",,ROLESVILLE,NC,27571,(919) 554-9931,2018/04/04 04:00:00+00,Restaurant,11518,-78.46634601,35.91624751,T
2384088,04092018262,Juicehaus,509 E BROAD ST,,FUQUAY VARINA,NC,27526,(919) 285-2130,2019/12/11 05:00:00+00,Restaurant,11525,-78.79419282,35.59352334,M
2384089,04092015050,CHIPOTLE MEXICAN GRILL #1087,100-103 Wrenn DR ,,CARY,NC,27511,(919) 462-1223,2008/01/22 05:00:00+00,Restaurant,11521,-78.78349077,35.76489071,M
2384090,04092021773,PAPA MURPHY'S NC #001,3639 SW CARY PKY ,,CARY,NC,27513,(919) 462-6364,2013/12/19 05:00:00+00,Food Stand,11527,-78.83800513,35.78180038,M
2384091,04092017921,Vita Vite Midtown,200-130 Park at North Hills ST ,,RALEIGH,NC,27609,(919) 322-0649,2018/09/06 04:00:00+00,Restaurant,11533,-78.63780803,35.83639953,M
2384092,04092014505,Sosta Cafe,130 E Davie ST,,RALEIGH,NC,27601,(919) 833-1006,2006/02/16 05:00:00+00,Restaurant,11535,-78.63762576,35.77518054,M
2384093,04092016822,SUBWAY #11874,411 S Main ST ,,ROLESVILLE,NC,27571-9664,(919) 554-3511,2014/12/01 05:00:00+00,Restaurant,11551,-78.46634601,35.91624751,T
2384094,04092016546,RUDY'S PUB & GRILL,780 W Williams ST ,,APEX,NC,27502,(919) 303-5061,2013/11/15 05:00:00+00,Restaurant,11558,-78.86276064,35.73803218,M
2384095,04092110498,ROLESVILLE HIGH SCHOOL CAFETERIA,1099 E YOUNG ST ,,ROLESVILLE,NC,27571,(919) 554-6303 ext. 20395,2013/06/14 04:00:00+00,Public School Lunchrooms,11565,-78.44139974,35.90590582,M
2384096,04092018381,Wegmans #139 Main Kitchen/Sushi/Burger Bar/Skullery/Finished Product Cooler,3710 DAVIS DR,,CARY,NC,27519,(919) 415-0210,2020/06/10 04:00:00+00,Restaurant,11574,-78.85023067,35.82831621,M
2384097,04092017576,MCDONALDS #1044,703 W PEACE ST ,,RALEIGH,NC,27605,(919) 833-9875,2017/04/21 04:00:00+00,Restaurant,11578,-78.64914898,35.78827691,M
2384098,04092030216,TAQUERIA EL CALENTANO (WCID #623),201 Rush ST ,Fri. Sat. Sun. ,RALEIGH,NC,27604,(919) 232-7628,2010/01/19 05:00:00+00,Mobile Food Units,11571,-78.64054258,35.74268157,M
2384099,04092015496,PARK BAR & GRILL (DoubleTree By Hilton),500 CAITBOO AVE ,,CARY,NC,27518,(919) 900-8840,2009/10/26 04:00:00+00,Restaurant,11581,-78.73611855,35.75670744,T
2384100,04092018841,Bibibop,2007 WALNUT ST,104,CARY,NC,27518-9239,,2022/03/28 04:00:00+00,Restaurant,11586,-78.74088716,35.75779,M
2384101,04092018475,Wegmans #139 Coffee/Subs/Pizza/Salads,3710 DAVIS DR,,CARY,NC,27519,,2020/11/02 05:00:00+00,Restaurant,11589,-78.85023067,35.82831621,M
2384102,04092016009,STARBUCKS #16019,9441 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 845-4566,2011/09/23 04:00:00+00,Restaurant,11626,-78.65442873,35.90093926,M
2384103,04092160072, THE OAKS AT MAYVIEW KITCHEN,513 E WHITAKER MILL RD ,,RALEIGH,NC,27608,(919) 828-4348,2009/10/01 04:00:00+00,Institutional Food Service,11632,-78.63296274,35.80745278,M
2384104,04092015114,Subway #3262,1813 N Harrison AVE ,,CARY,NC,27513,(919) 678-1191,2008/04/23 04:00:00+00,Restaurant,11625,-78.76837941,35.82980559,M
2384105,04092018770,BottleMixx,8111 Creedmoor RD ,STE 153,RALEIGH,NC,27613,(919) 615-1703,2022/01/05 05:00:00+00,Restaurant,11634,-78.68248786,35.89850336,M
2384106,04092016033,SEAN'S SHACK,2840 E MILLBROOK RD ,,RALEIGH,NC,27604,(919) 872-6669,2011/10/19 04:00:00+00,Restaurant,11639,-78.58383444,35.84907372,M
2384107,04092011880,Caffe Luna,136 E HARGETT ST,,RALEIGH,NC,27601-1440,(919) 832-6090,1996/04/30 04:00:00+00,Restaurant,11647,-78.6368955,35.77799941,M
2384108,04092017274,HARRIS TEETER #43 STARBUCKS,3638 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 562-9521,2016/06/24 04:00:00+00,Restaurant,11658,-78.50482591,35.94464166,M
2384109,04092017829,DUNKIN DONUTS #347837,3511 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 367-9949,2018/04/24 04:00:00+00,Restaurant,11660,-78.79278417,35.70189107,M
2384110,04092021689,JAMAICA JERK MASTERS,1909 POOLE RD ,,RALEIGH,NC,27610,(919) 231-7697,2011/09/26 04:00:00+00,Food Stand,11661,-78.61095414,35.77715441,M
2384111,04092018231,Cha House,3001 HILLSBOROUGH ST,Suite 108,RALEIGH,NC,27607,(919) 594-1980,2019/11/15 05:00:00+00,Restaurant,11663,-78.67702669,35.78909106,M
2384112,04092018442,Subway,1478 Garner Station  Blvd,,RALEIGH,NC,27603,(919) 772-2000,2020/09/10 04:00:00+00,Restaurant,11665,-78.65475896,35.72582345,M
2384113,04092015567,MY WAY TAVERN,301  W CENTER ST ,,HOLLY SPRINGS,NC,27540,(919) 285-2142,2010/01/29 05:00:00+00,Restaurant,11667,-78.83406158,35.65096874,M
2384114,04092018122,Drive Shack,6901 PLAY GOLF WAY,,RALEIGH,NC,27607,(984) 329-8230,2019/06/28 04:00:00+00,Restaurant,11675,-78.73919326,35.80195775,M
